id,asset,year,rep_period,time_block_start,time_block_end,solution
1,AT_Battery,2030,1,1,2,431.7084839481731
2,AT_Battery,2030,1,3,4,59.0824949039652
3,AT_Battery,2030,1,5,6,431.7084839481731
4,AT_Battery,2030,1,7,8,0.0
5,AT_Battery,2030,1,9,10,0.0
6,AT_Battery,2030,1,11,12,0.0
7,AT_Battery,2030,1,13,14,306.62250556868
8,AT_Battery,2030,1,15,16,431.7084839481731
9,AT_Battery,2030,1,17,18,431.7084839481731
10,AT_Battery,2030,1,19,20,0.0
11,AT_Battery,2030,1,21,22,82.6352085935614
12,AT_Battery,2030,1,23,24,0.0
13,AT_Battery,2030,2,1,2,0.0
14,AT_Battery,2030,2,3,4,0.0
15,AT_Battery,2030,2,5,6,0.0
16,AT_Battery,2030,2,7,8,0.0
17,AT_Battery,2030,2,9,10,0.0
18,AT_Battery,2030,2,11,12,0.0
19,AT_Battery,2030,2,13,14,0.0
20,AT_Battery,2030,2,15,16,0.0
21,AT_Battery,2030,2,17,18,0.0
22,AT_Battery,2030,2,19,20,0.0
23,AT_Battery,2030,2,21,22,0.0
24,AT_Battery,2030,2,23,24,0.0
25,AT_Battery,2030,3,1,2,63.011855842137265
26,AT_Battery,2030,3,3,4,83.69933991610469
27,AT_Battery,2030,3,5,6,431.7084839481731
28,AT_Battery,2030,3,7,8,22.44934365154768
29,AT_Battery,2030,3,9,10,0.0
30,AT_Battery,2030,3,11,12,0.0
31,AT_Battery,2030,3,13,14,0.0
32,AT_Battery,2030,3,15,16,431.70848394817267
33,AT_Battery,2030,3,17,18,0.0
34,AT_Battery,2030,3,19,20,361.642667380238
35,AT_Battery,2030,3,21,22,245.50272738341482
36,AT_Battery,2030,3,23,24,0.0
37,AT_Battery,2030,4,1,2,0.0
38,AT_Battery,2030,4,3,4,0.0
39,AT_Battery,2030,4,5,6,431.7084839481731
40,AT_Battery,2030,4,7,8,431.7084839481731
41,AT_Battery,2030,4,9,10,299.53607020056097
42,AT_Battery,2030,4,11,12,431.7084839481731
43,AT_Battery,2030,4,13,14,91.83478709195651
44,AT_Battery,2030,4,15,16,431.7084839481731
45,AT_Battery,2030,4,17,18,35.232831985698795
46,AT_Battery,2030,4,19,20,0.0
47,AT_Battery,2030,4,21,22,317.78882738352183
48,AT_Battery,2030,4,23,24,0.0
49,AT_Battery,2030,5,1,2,0.0
50,AT_Battery,2030,5,3,4,0.0
51,AT_Battery,2030,5,5,6,0.0
52,AT_Battery,2030,5,7,8,0.0
53,AT_Battery,2030,5,9,10,0.0
54,AT_Battery,2030,5,11,12,0.0
55,AT_Battery,2030,5,13,14,0.0
56,AT_Battery,2030,5,15,16,431.7084839481731
57,AT_Battery,2030,5,17,18,380.9970806798476
58,AT_Battery,2030,5,19,20,0.0
59,AT_Battery,2030,5,21,22,0.0
60,AT_Battery,2030,5,23,24,0.0
61,AT_Battery,2030,6,1,2,0.0
62,AT_Battery,2030,6,3,4,0.0
63,AT_Battery,2030,6,5,6,431.7084839481731
64,AT_Battery,2030,6,7,8,431.7084839481731
65,AT_Battery,2030,6,9,10,0.0
66,AT_Battery,2030,6,11,12,0.0
67,AT_Battery,2030,6,13,14,0.0
68,AT_Battery,2030,6,15,16,0.0
69,AT_Battery,2030,6,17,18,431.7084839481731
70,AT_Battery,2030,6,19,20,0.0
71,AT_Battery,2030,6,21,22,0.0
72,AT_Battery,2030,6,23,24,431.7084839481731
73,AT_Battery,2030,7,1,2,101.09911369791189
74,AT_Battery,2030,7,3,4,354.15490404939555
75,AT_Battery,2030,7,5,6,431.7084839481731
76,AT_Battery,2030,7,7,8,0.0
77,AT_Battery,2030,7,9,10,0.0
78,AT_Battery,2030,7,11,12,431.7084839481731
79,AT_Battery,2030,7,13,14,0.0
80,AT_Battery,2030,7,15,16,431.7084839481731
81,AT_Battery,2030,7,17,18,290.53729370787516
82,AT_Battery,2030,7,19,20,0.0
83,AT_Battery,2030,7,21,22,0.0
84,AT_Battery,2030,7,23,24,0.0
85,AT_Battery,2030,8,1,2,126.36623732183614
86,AT_Battery,2030,8,3,4,0.0
87,AT_Battery,2030,8,5,6,0.0
88,AT_Battery,2030,8,7,8,171.87229709922576
89,AT_Battery,2030,8,9,10,0.0
90,AT_Battery,2030,8,11,12,431.7084839481731
91,AT_Battery,2030,8,13,14,431.7084839481731
92,AT_Battery,2030,8,15,16,431.7084839481731
93,AT_Battery,2030,8,17,18,424.26079336654874
94,AT_Battery,2030,8,19,20,0.0
95,AT_Battery,2030,8,21,22,410.91401471590234
96,AT_Battery,2030,8,23,24,0.0
97,AT_Battery,2030,9,1,2,0.0
98,AT_Battery,2030,9,3,4,330.4176802218226
99,AT_Battery,2030,9,5,6,431.7084839481731
100,AT_Battery,2030,9,7,8,431.7084839481731
101,AT_Battery,2030,9,9,10,431.7084839481731
102,AT_Battery,2030,9,11,12,0.0
103,AT_Battery,2030,9,13,14,360.95192817868497
104,AT_Battery,2030,9,15,16,431.7084839481731
105,AT_Battery,2030,9,17,18,0.0
106,AT_Battery,2030,9,19,20,0.0
107,AT_Battery,2030,9,21,22,0.0
108,AT_Battery,2030,9,23,24,431.7084839481731
109,AT_Battery,2030,10,1,2,431.7084839481731
110,AT_Battery,2030,10,3,4,0.0
111,AT_Battery,2030,10,5,6,431.7084839481731
112,AT_Battery,2030,10,7,8,190.20450700695983
113,AT_Battery,2030,10,9,10,0.0
114,AT_Battery,2030,10,11,12,218.20565382462883
115,AT_Battery,2030,10,13,14,0.0
116,AT_Battery,2030,10,15,16,431.7084839481731
117,AT_Battery,2030,10,17,18,0.0
